key,english,korean
trait_cyborg_power_drills,Power Drills,동력 드릴
trait_cyborg_power_intensive,Power Intensive,전력 집약
trait_cyborg_propaganda_machines,Compliance Filters,순응 필터
trait_cyborg_recycled,Recycled,재활용
trait_cyborg_ritualistic_implants,Ritualistic Implants,축성 삽입물
trait_cyborg_scarcity_algorithms,Scarcity Algorithms,절약 알고리즘
trait_cyborg_stainless_steel_smile,Embellished Augments,화려한 증강물
trait_cyborg_streamlined_protocols,Streamlined Protocols,간소화 프로토콜
trait_cyborg_superconductive,Superconductive,초전도성
trait_cyborg_trading_algorithms,Trading Algorithms,무역 알고리즘
trait_cyborg_welded_countenance,Utilitarian Augments,실용적 증강물
trait_decadent,Decadent,퇴폐적
trait_delicious,Delicious,맛있는
trait_deviants,Deviants,일탈자
trait_diverse,Diverse,다양한
trait_docile,Docile,유순한
trait_drake_scaled,Drake-Scaled,드래곤의 비늘
trait_dry_planet_preference,Dry Planet Preference,건조 행성 선호
trait_dry_planet_preference_short,Dry Planet,저습 행성
trait_ductile,Ductile,연성
trait_egg_laying,Egg Laying,난생 종족
trait_elevated_synapses,Elevated Synapses,시냅스 증진
trait_enduring,Enduring,장수
trait_enigmatic_intelligence,Uplifted,지성화
trait_enigmatic_intelligence_failed,Unlifted,반지성화
trait_enigmatic_intelligence_poor,Somewhat Uplifted,약간 지성화
trait_erudite,Erudite,박식
trait_excessive_endurance,Excessive Endurance,지나친 인내
trait_exd,Extradimensional,타 차원 존재
trait_exotic_metabolism,Exotic Metabolism,이질적인 신진대사
trait_expressed_tradition,Expressed Tradition,표현된 전통
trait_extremely_adaptive,Extremely Adaptive,뛰어난 적응력
trait_familial,Familial,혈연
trait_farm_hands,Farm Appendages,농업용 부속지
trait_felsic,Felsic,규장질
trait_fertile,Fertile,다산
trait_fleeting,Fleeting,하루살이
trait_flight,Flight,비행
trait_frail,Frail,허약한
trait_geleboric_mutations,Geleboric Mutations,겔레보르 변이
trait_gene_mentorship,Gene Mentorship,유전자 멘토링
trait_genetic_memory,Genetic Memory,유전자 기억
trait_haunting_visions,Haunting Visions,섬뜩한 환상
trait_hive_mind,Hive-Minded,군체 의식
trait_hollow_bones,Hollow Bones,비어 있는 뼈
trait_humanoid_existential_iteroparity,Existential Iteroparity,실존적 다회 번식
trait_humanoid_jinxed,Jinxed,징크스
trait_humanoid_psychological_infertility,Psychological Infertility,심리적 불임
trait_incubator,Incubators,부화기
trait_indolent,Indolent,나태
trait_industrious,Industrious,근면한
trait_infernal,Thermophile,호열체
trait_infernal_plural,Thermophiles,호열체
trait_ingenious,Ingenious,독창적
trait_inner_darkness,Inner Darkness,내면의 어둠
trait_inorganic_breath,Inorganic Breath,무기질 숨결
trait_intelligent,Intelligent,지능적
trait_invasive,Invasive Species,침입종
trait_juiced_power,Juiced Power,약물의 힘
trait_latent_psionic,Latent Psionic,잠재적 사이오닉
trait_leader_genetic_purist,Genetic Purist,유전적 순수주의자
trait_leader_second_chanced,Second Chance,기사회생
trait_limited_cybernetic,Limited Cybernetic,제한적 사이버네틱
trait_limited_regeneration,Limited Regeneration,제한된 재생력
trait_lithoid,Lithoid,암석류
trait_lithoid_budding,Crystallization,크리스탈화
trait_lithoid_gaseous_byproducts,Gaseous Byproducts,가스 부산물
trait_lithoid_scintillating,Scintillating Skin,반짝이는 피부
trait_lithoid_volatile_excretions,Volatile Excretions,불안정 분비물
trait_long_lifespans,Long Lifespans,긴 수명
trait_low_maintenance,Low Maintenance,유지비 절약
trait_machine_unit,Machine,기계
trait_malleable_ameneties,Malleable Harmonics,가변 화음 기관
trait_malleable_energy,Malleable Insulators,가변 절연층
trait_malleable_food,Malleable Plows,가변 쟁기
trait_malleable_forge,Malleable Calluses,가변 외피
trait_malleable_genes,Malleable Genes,가변 유전자
trait_malleable_minerals,Malleable Claws,가변 발톱
trait_malleable_research,Malleable Cortex,가변 피질
trait_malleable_trade,Malleable Pheromones,가변 페로몬
trait_malleable_unity,Malleable Sense Organs,가변 감각 기관
trait_marked,Marked,표식을 새긴 자
trait_mechanical,Mechanical,기계적
trait_nascent_stage,Nascent Stage,미성숙 출산
trait_natural_engineers,Natural Engineers,타고난 공학자
trait_natural_machinist,Natural Machinist,타고난 기계공
trait_natural_physicists,Natural Physicists,타고난 물리학자
trait_natural_sociologists,Natural Sociologists,타고난 사회학자
trait_nerve_stapled,Nerve Stapled,신경 고정
trait_nivlac,Nivlac,니블락
trait_nomadic,Nomadic,유랑민
trait_nonadaptive,Nonadaptive,낮은 적응력
trait_noxious,Noxious,유독성
trait_nuumismatic_administration,Numistic Administration,누마 행정술
trait_organic,Organic,유기체
trait_pathogenic_genes,Pathogenic Genes,병원성 유전자
trait_pc_ai_preference,AI World Preference,AI 행성 선호
trait_pc_alpine_preference,Alpine Preference,고산 선호
trait_pc_arctic_preference,Arctic Preference,극지 선호
trait_pc_arid_preference,Arid Preference,건조 선호
trait_pc_city_preference,Ecumenopolis Preference,도시 행성 선호
trait_pc_continental_preference,Continental Preference,대륙 선호
trait_pc_continental_preference_short,Continental,대륙
trait_pc_cosmogenesis_world_preference,Synaptic Lathe Preference,시냅스 가공기 선호
trait_pc_desert_preference,Desert Preference,사막 선호
trait_pc_gaia_preference,Gaia World Preference,가이아 행성 선호
trait_pc_habitat_preference,Habitat Preference,거주지 선호
trait_pc_habitat_preference_short,Habitat,거주지
trait_pc_hive_preference,Hive World Preference,군체 행성 선호도
trait_pc_machine_preference,Machine World Preference,기계 행성 선호도
trait_pc_nuked_preference,Tomb World Preference,죽은 행성 선호
trait_pc_ocean_preference,Ocean Preference,해양 선호
trait_pc_ocean_preference_short,Ocean,해양
trait_pc_relic_preference,Relic World Preference,유물 행성 선호
trait_pc_ringworld_habitable_preference,Ring World Preference,링 월드 선호
trait_pc_ringworld_habitable_preference_short,Ring World,링 월드
trait_pc_savannah_preference,Savanna Preference,초원 선호
trait_pc_savannah_preference_short,Savanna,초원
trait_pc_tropical_preference,Tropical Preference,열대 선호
trait_pc_tundra_preference,Tundra Preference,동토 선호
trait_pc_volcanic_preference,Volcanic Preference,화산 선호
trait_pc_volcanic_preference_short,Volcanic,화산
trait_perfected_genes,Perfected Genes,완벽해진 유전자
trait_permeable_skin,Permeable Skin,침투성 피부
trait_persistent,Persistent,끈질긴
trait_plantoid_bloomed,Bloomed,개화
trait_plantoid_budding,Budding,눈접
trait_plantoid_phototrophic,Phototrophic,광영양 생물
trait_plantoid_radiotrophic,Radiotrophic,방사선 영양 생물
trait_plasmic,Plasmic,플라스마
trait_poor_engineers,Poor Engineers,형편없는 공학자
trait_poor_physicists,Poor Physicists,형편없는 물리학자
trait_poor_sociologists,Poor Sociologists,형편없는 사회학자
trait_preplanned_growth,Pre-Planned Growth,계획 성장
trait_presapient_conservative,Conservative,보수적
trait_presapient_docile_livestock,Docile Livestock,온순한 가축
trait_presapient_earthbound,Earthbound,행성 지향
trait_presapient_forcefully_devolved,Forcefully Devolved,강제 퇴화
trait_presapient_irradiated,Irradiated,방사선 조사
trait_presapient_natural_intellectuals,Natural Intellectuals,타고난 지성
trait_presapient_proles,Proles,노동 계층
trait_presapient_starborn,Starborn,별의 태생
trait_presapient_unintelligent,Unintelligent,우둔함
trait_psionic,Psionic,사이오닉
trait_psionic_ephapse,Psionic Ephapse,사이오닉 전기 시냅스
trait_pyroclastic,Pyroclastic Channeling,화쇄류 제어
trait_quarrelsome,Quarrelsome,호전적
trait_quick_learners,Quick Learners,빠른 습득
trait_rapid_breeders,Rapid Breeders,빠른 번식
trait_repugnant,Repugnant,혐오스러운
trait_resilient,Resilient,회복력
trait_robot_ancient_dreadnought,Ancient Dreadnought,고대 드레드노트
trait_robot_aquatic,Waterproof,방수
trait_robot_artificial_engineers,Engineering Core,공학 코어
trait_robot_artificial_physicists,Physics Core,물리학 코어
trait_robot_artificial_sociologists,Sociology Core,사회학 코어
trait_robot_assembly_slag,Assembly Slag,조립 광재
trait_robot_awoken,Awoken,깨어난 자
trait_robot_awoken_01,Forever in Limbo,망각 속에서 영원히
trait_robot_biomimetic_assembly,Biomimetic Assembly,생체 모방 조립
trait_robot_cave_dweller,Molebots,두더지봇
trait_robot_ceaseless_symmetric_annihilation_engine,Dark Matter Engines,암흑 물질 엔진
trait_robot_delicate_frames,Delicate Chassis,연약한 뼈대
trait_robot_digital_1,Virtual,가상
trait_robot_domestic_protocols,Domestic Protocols,가정용 프로토콜
trait_robot_emotion_emulators,Emotion Emulators,감정 모방기
trait_robot_enigmatic_fortress,Enigmatic Fortress,알 수 없는 요새
trait_robot_exotic_fuel_consumption,Exotic Fuel Consumption,외계 연료 사용
trait_robot_ferro_viscosity_augmentation,Living Metal Augmentations,생체 금속 증강
trait_robot_history_artbot,Nannybot,유모봇
trait_robot_history_chatbot,Conversational AI,대화형 AI
trait_robot_history_explorebot,Art Generator,작품 생성기
trait_robot_history_researchbot,Research Assistants,연구 보조봇
trait_robot_history_resourcebot,Workerbots,노동자봇
trait_robot_history_warbot,War Machine,전쟁 기계
trait_robot_immortality,Eternal Machine,영구 기계
trait_robot_infinity_sphere,Infinity Sphere,무한 구체
trait_robot_inquisitative_axioms,Inquisitive Axioms,탐구 공리
trait_robot_luxurious,Luxurious,호화
trait_robot_mass_produced,Mass-Produced,대량 생산
trait_robot_matrix_trading,Matrix Trading,메트릭스 교역
trait_robot_monoform,Monoform,단일한 형태
trait_robot_mote_powered_tools,Mote-powered Tools,분말 동력 도구
trait_robot_propaganda_machines,Propaganda Machines,선전 기계
trait_robot_rare_crystal_exterior,Rare Crystal Exterior,희귀 크리스탈 외장
trait_robot_repurposed_hardware,Repurposed Hardware,용도 변경된 하드웨어
trait_robot_scarcity_algorithms,Scarcity Subroutines,절약 서브루틴
trait_robot_scavenger_bot,Scavenger Bot,청소부 로봇
trait_robot_shielded_components,Shielded Components,부품 차폐
trait_robot_suppressed,Suppressed,억제됨
trait_robot_survivor,Radiation Shields,방사선 보호막
trait_robot_synthetic_dawn,Synthetic Salvation,합성체 구원
trait_robot_uncanny,Uncanny,기괴
trait_robot_volatile_mote_reactor,Volatile Mote Reactor,불안정 분말 반응로
trait_robotic_1,Robot,로봇
trait_robotic_2,Droid,드로이드
trait_robotic_3,Synthetic,합성체
trait_robust,Robust,튼튼한
trait_rooted,Rooted,뿌리
trait_ruler_apex_predator,Apex Predator,최상위 포식자
trait_ruler_architectural_sense,Architectural Sense,건축학적 감각
trait_ruler_architectural_sense_hive,Architectural Focus,건축 주력
trait_ruler_battleship_focus,Battleship Production Focus,전함 생산 주력
trait_ruler_charismatic_hive,Amplified Subprocesses,서브 프로세스 증폭
trait_ruler_corvette_focus,Corvette Production Focus,초계함 생산 주력
trait_ruler_cruiser_focus,Cruiser Production Focus,순양함 생산 주력
trait_ruler_deep_connections,Deep Connections,깊은 인맥
trait_ruler_deep_connections_hive,Deep Mind,심층 의식
trait_ruler_deep_connections_machine,Deep Analysis Subroutine,심층 분석 서브루틴
trait_ruler_destroyer_focus,Destroyer Production Focus,구축함 생산 주력
trait_ruler_expansionist,Expansionist,확장주의자
trait_ruler_expansionist_hive,Expansion Minded,확장 정신
trait_ruler_expansionist_machine,Calculated Expansion,계산된 확장
trait_ruler_explorer,Philomath,학문 애호가
trait_ruler_explorer_hive,Anomaly Understanding,이상 현상 이해
trait_ruler_explorer_machine,Anomaly Processing,이상 현상 처리
trait_ruler_eye_for_talent,Eye for Talent,재능을 보는 눈
trait_ruler_eye_for_talent_hive,Information Gathering,정보 수집
trait_ruler_eye_for_talent_machine,Information Processing,정보 처리
trait_ruler_feedback_loop,Feedback Loop,피드백 루프
trait_ruler_fertility_preacher,Fertility Preacher,풍요 전도사
trait_ruler_fertility_preacher_hive,Dynamic Growth,역동적 성장
trait_ruler_fertility_preacher_machine,Accelerated Replicators,신속 복제기
trait_ruler_fortifier,Fortifier,축성가
trait_ruler_from_the_ranks,From the Ranks,출세한
trait_ruler_from_the_ranks_hive,Combat Knowledge,전투 지식
trait_ruler_frontier_spirit,Frontier Spirit,개척 정신
trait_ruler_frontier_spirit_hive,Colony Focus,개척 주력
trait_ruler_industrialist,Mining Rush,채굴 러시
trait_ruler_industrialist_hive,Collector,채굴가
trait_ruler_industrialist_machine,Accumulator,비축가
trait_ruler_investor,Investor,투자자
trait_ruler_investor_hive,Optimizer,최적화
trait_ruler_investor_machine,Work Optimization Unit,작업 최적화 유닛
trait_ruler_logistic_understanding,Logistic Understanding,병참학적 이해
trait_ruler_logistic_understanding_machine,Logistic Programming,병참학적 프로그래밍
trait_ruler_military_pioneer,Military Pioneer,군사적 개척자
trait_ruler_military_pioneer_hive,Modular Ship Schematics,모듈식 함선 도면
trait_ruler_recruiter,Recruiter,모병관
trait_ruler_recruiter_hive,Infestor,증식자
trait_ruler_recruiter_machine,War Assembly Protocols,전쟁 조립 프로토콜
trait_ruler_space_miner,Space Miner,우주 광부
trait_ruler_warlike,Warlike,전쟁광
trait_ruler_warlike_hive,Warmind,전쟁 의식
trait_ruler_warlike_machine,War Algorithms,전쟁 알고리즘
trait_seasonal_dormancy,Seasonal Dormancy,계절성 휴면
trait_sedentary,Sedentary,정착민
trait_self_modified,Self-Modified,자가 수정
trait_shell_slag,Shell Slag,외피 광재
trait_shelled,Shelled,껍데기
trait_short_lifespans,Short Lifespans,짧은 수명
trait_slimeborn,Slimespawn,점액 태생체
trait_slow_breeders,Slow Breeders,느린 번식
trait_slow_learners,Slow Learners,느린 습득
trait_social_pheromones,Social Pheromones,사교 페로몬
trait_solitary,Solitary,외톨이
trait_spare_organs,Spare Organs,예비 장기
trait_spatial_mastery,Spatial Mastery,공간 지각 숙달
trait_spliced_adaptability,Spliced Adaptability,유전자 접합 적응성
trait_stargazer,Stargazer,별바라기
trait_stoic,Stoic,극기
trait_storm_fused,Storm Fused,폭풍이 깃든 자
trait_storm_touched,Storm Touched,폭풍에 닿은 자
trait_strong,Strong,강인한
trait_survivor,Survivor,생존자
trait_syncretic_proles,Serviles,순종적
trait_talented,Talented,재능아
trait_technical_skill,Technical Talent,기술적 재능
trait_thrifty,Thrifty,절약
trait_timid,Timid,소심한
trait_tiyanki,Polymelic,촉수 과다증
trait_tough,Tough,굳센
trait_traditional,Traditional,전통적
trait_unbreakable_resolve,Unbreakable Resolve,불굴의 의지
trait_uncanny_intuition,Uncanny Intuition,기묘한 직감
trait_unplugged_cybernetic_negatives_1,Haunted,환청
trait_unplugged_cybernetic_negatives_2,Disconnected,연결 해제
trait_unplugged_cybernetic_negatives_3,Unplugged,플러그 해제
trait_unplugged_cybernetic_positives_1,Cyborg Soldiers,사이보그 군인
trait_unplugged_cybernetic_positives_2,Cyber Shock Troops,사이버 기습 부대
trait_unplugged_cybernetic_positives_3,Cyber Commandos,사이버 특공대
